Term:恶劣,Count:16,TF:0.00018770,IDF:2.32201243,TF×IDF:0.00043584
Term:照片,Count:13,TF:0.00015250,IDF:2.84489118,TF×IDF:0.00043386
Term:不带,Count:13,TF:0.00015250,IDF:2.84489118,TF×IDF:0.00043386
Term:官员,Count:13,TF:0.00015250,IDF:2.84489118,TF×IDF:0.00043386
Term:对口,Count:13,TF:0.00015250,IDF:2.84489118,TF×IDF:0.00043386
Term:第一位,Count:13,TF:0.00015250,IDF:2.84489118,TF×IDF:0.00043386
Term:不幸,Count:13,TF:0.00015250,IDF:2.84489118,TF×IDF:0.00043386
Term:中心,Count:13,TF:0.00015250,IDF:2.84489118,TF×IDF:0.00043386
Term:航母,Count:13,TF:0.00015250,IDF:2.84489118,TF×IDF:0.00043386
Term:观察,Count:13,TF:0.00015250,IDF:2.84489118,TF×IDF:0.00043386
Term:留下,Count:13,TF:0.00015250,IDF:2.84489118,TF×IDF:0.00043386
Term:闹,Count:13,TF:0.00015250,IDF:2.84489118,TF×IDF:0.00043386
Term:坚定,Count:14,TF:0.00016423,IDF:2.62304243,TF×IDF:0.0004308
Term:好帅,Count:14,TF:0.00016423,IDF:2.62304243,TF×IDF:0.0004308
Term:特效药,Count:14,TF:0.00016423,IDF:2.62304243,TF×IDF:0.0004308
Term:张,Count:20,TF:0.00023462,IDF:1.83065074,TF×IDF:0.00042951
Term:好几个,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:爽哥,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:形象,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:💩,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:团结起来,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:不分,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:类似,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:家属,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:万物,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:眼前,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:将来,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:巨婴,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:泰国,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:当之无愧,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:太累,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:逃亡,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:投降,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:当好,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:圣火,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:不信,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:不肖子孙,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:二胡,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:中大奖,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:亿美金,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:冠军,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:公众,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:谴责,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:二代,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:算个,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:价值,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:不禁,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:万个,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:讽刺,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:返回,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:口子,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:半边天,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:一路平安,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:行不行,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:消极,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:台湾省,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:澳洲,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:破坏,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:怂,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:换取,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:重判,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:贺电,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:邪教,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:稍微,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:Facebook,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:自暴自弃,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:老爷爷,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:首都机场,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:调查组,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:改建,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:泉州,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:病历,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:白白浪费,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:女英雄,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:脱离,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:耗费,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:删帖,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:🐧,Count:11,TF:0.00012904,IDF:3.32201243,TF×IDF:0.00042868
Term:糟糕,Count:16,TF:0.00018770,IDF:2.28061975,TF×IDF:0.00042807
Term:有钱,Count:15,TF:0.00017596,IDF:2.41892245,TF×IDF:0.00042565
Term:携带者,Count:15,TF:0.00017596,IDF:2.41892245,TF×IDF:0.00042565
Term:风景,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:刺激,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:赢得,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:全靠,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:热爱,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:揪心,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:乘客,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:再也,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:多年,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:政治,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:掩盖,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:冒出来,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:那种,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:姐姐,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:人士,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:发布会,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:刷新,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:跟进,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:坑,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:大规模,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:庆幸,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:浮云,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:望眼,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:专家组,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:特浪普,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:干什么,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:心中,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:推特,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:交通,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:摘,Count:12,TF:0.00014077,IDF:3.02098244,TF×IDF:0.00042528
Term:应,Count:21,TF:0.00024635,IDF:1.69876314,TF×IDF:0.0004185
Term:不愧,Count:14,TF:0.00016423,IDF:2.54386118,TF×IDF:0.00041779
Term:奥利,Count:14,TF:0.00016423,IDF:2.54386118,TF×IDF:0.00041779
Term:逝世,Count:14,TF:0.00016423,IDF:2.54386118,TF×IDF:0.00041779
Term:破,Count:15,TF:0.00017596,IDF:2.36776992,TF×IDF:0.00041665
Term:一切都在,Count:13,TF:0.00015250,IDF:2.71995244,TF×IDF:0.00041481
Term:党,Count:13,TF:0.00015250,IDF:2.71995244,TF×IDF:0.00041481
Term:东北,Count:13,TF:0.00015250,IDF:2.71995244,TF×IDF:0.00041481
Term:门口,Count:13,TF:0.00015250,IDF:2.71995244,TF×IDF:0.00041481
Term:团结一心,Count:15,TF:0.00017596,IDF:2.32201243,TF×IDF:0.0004086
Term:广,Count:17,TF:0.00019943,IDF:2.04325883,TF×IDF:0.00040749
Term:消灭,Count:14,TF:0.00016423,IDF:2.47691439,TF×IDF:0.0004068
Term:考研,Count:14,TF:0.00016423,IDF:2.47691439,TF×IDF:0.0004068
Term:越,Count:18,TF:0.00021116,IDF:1.90703909,TF×IDF:0.00040269
Term:农民工,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:市长,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:职业,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:走上,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:高端,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:岁月,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:菜,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:张文宏,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:认可,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:运动员,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:乱跑,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:过程,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:人全,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:幸灾乐祸,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:干部,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:度过,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:集中营,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:不服,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:细胞,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:共同努力,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:无恙,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:大地,Count:12,TF:0.00014077,IDF:2.84489118,TF×IDF:0.00040049
Term:测试,Count:13,TF:0.00015250,IDF:2.62304243,TF×IDF:0.00040003
Term:19,Count:13,TF:0.00015250,IDF:2.62304243,TF×IDF:0.00040003
Term:好吃,Count:13,TF:0.00015250,IDF:2.62304243,TF×IDF:0.00040003
Term:哪来,Count:13,TF:0.00015250,IDF:2.62304243,TF×IDF:0.00040003
Term:俩,Count:13,TF:0.00015250,IDF:2.62304243,TF×IDF:0.00040003
Term:紧张,Count:13,TF:0.00015250,IDF:2.62304243,TF×IDF:0.00040003
Term:圈,Count:13,TF:0.00015250,IDF:2.62304243,TF×IDF:0.00040003
Term:失望,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:房子,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:艰难,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:大爷,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:等于,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:一到,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:沦陷,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:打击,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:带领,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:预测,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:国度,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:体现,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:十天,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:感受,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:热水,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:可控,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:四月,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:事实,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:谎报,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:钟院士,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:挑战,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:口头,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:发出,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:霸气,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:铁板,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:我怕,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:强烈呼吁,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:文明,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:当务之急,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:资本家,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:算是,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:读书,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:外防输入,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:疯狂,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:最快,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:携手,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:凯旋归来,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:安康,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:非典,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:两耳不闻,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:窗外事,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:台独,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:改造,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:无所谓,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:他国,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:对接,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:感染率,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:惹,Count:11,TF:0.00012904,IDF:3.02098244,TF×IDF:0.00038984
Term:自驾,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:蓬佩奥,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:哗啦哗啦,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:老乡,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:远离,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:打扰,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:老鼠屎,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:签证,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:十四天,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:只会,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:高度重视,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:荆州,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:白求恩,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:懂事,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:归海,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:污名,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:胜利在望,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:🙉,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:网民,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:情绪,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:美方,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:一百万,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:阶段,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:电子,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:特权,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:严格控制,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:加拿大,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:非要,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:礼遇,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:部长,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:翻译,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:大使馆,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:给予,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:面子,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:有救,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:一套,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:同胞们,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:返工,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:北京政府,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:危害,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:刚刚开始,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:看不上,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:罚款,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:😡,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:捷克,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:度过难关,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:发个,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:管制,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:恳请,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:置之不理,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:入境者,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:求助,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:探亲,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:大难临头,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:没日没夜,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:援鄂,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:发来,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:侵犯,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:全民抗疫,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:吹嘘,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:老先生,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:挺远,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:老人家,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:发国难财,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:大好局面,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:五十天,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:躲过,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:戴好,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:轮休,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:判断,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:惨痛,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:中方,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:快快,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:升级,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:🙊,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:公共,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:女孩,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:七日,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:转头,Count:10,TF:0.00011731,IDF:3.32201243,TF×IDF:0.00038971
Term:位,Count:18,TF:0.00021116,IDF:1.84489118,TF×IDF:0.00038957
Term:难受,Count:13,TF:0.00015250,IDF:2.54386118,TF×IDF:0.00038795
Term:受,Count:17,TF:0.00019943,IDF:1.92407242,TF×IDF:0.00038372
Term:复苏,Count:12,TF:0.00014077,IDF:2.71995244,TF×IDF:0.0003829
Term:应届,Count:12,TF:0.00014077,IDF:2.71995244,TF×IDF:0.0003829
Term:通告,Count:12,TF:0.00014077,IDF:2.71995244,TF×IDF:0.0003829
Term:小心,Count:12,TF:0.00014077,IDF:2.71995244,TF×IDF:0.0003829
Term:好大,Count:12,TF:0.00014077,IDF:2.71995244,TF×IDF:0.0003829
Term:激动,Count:12,TF:0.00014077,IDF:2.71995244,TF×IDF:0.0003829
Term:可想而知,Count:12,TF:0.00014077,IDF:2.71995244,TF×IDF:0.0003829
Term:抵抗,Count:12,TF:0.00014077,IDF:2.71995244,TF×IDF:0.0003829
Term:帮忙,Count:12,TF:0.00014077,IDF:2.71995244,TF×IDF:0.0003829
Term:父亲,Count:12,TF:0.00014077,IDF:2.71995244,TF×IDF:0.0003829
Term:好好看,Count:12,TF:0.00014077,IDF:2.71995244,TF×IDF:0.0003829
Term:添麻烦,Count:12,TF:0.00014077,IDF:2.71995244,TF×IDF:0.0003829
Term:之下,Count:12,TF:0.00014077,IDF:2.71995244,TF×IDF:0.0003829
Term:共渡难关,Count:12,TF:0.00014077,IDF:2.71995244,TF×IDF:0.0003829
Term:民生,Count:12,TF:0.00014077,IDF:2.71995244,TF×IDF:0.0003829
Term:资本,Count:12,TF:0.00014077,IDF:2.71995244,TF×IDF:0.0003829
Term:钟南山,Count:12,TF:0.00014077,IDF:2.71995244,TF×IDF:0.0003829
Term:短,Count:15,TF:0.00017596,IDF:2.17588440,TF×IDF:0.00038288
Term:乡甜,Count:14,TF:0.00016423,IDF:2.32201243,TF×IDF:0.00038136
Term:风,Count:19,TF:0.00022289,IDF:1.69876314,TF×IDF:0.00037864
Term:交,Count:16,TF:0.00018770,IDF:1.99979314,TF×IDF:0.00037536
Term:远,Count:15,TF:0.00017596,IDF:2.11789245,TF×IDF:0.00037268
Term:战,Count:19,TF:0.00022289,IDF:1.66879992,TF×IDF:0.00037196
Term:生病,Count:12,TF:0.00014077,IDF:2.62304243,TF×IDF:0.00036926
Term:说好,Count:12,TF:0.00014077,IDF:2.62304243,TF×IDF:0.00036926
Term:顺利,Count:12,TF:0.00014077,IDF:2.62304243,TF×IDF:0.00036926
Term:拍,Count:12,TF:0.00014077,IDF:2.62304243,TF×IDF:0.00036926
Term:天下,Count:12,TF:0.00014077,IDF:2.62304243,TF×IDF:0.00036926
Term:需,Count:16,TF:0.00018770,IDF:1.96028460,TF×IDF:0.00036794
Term:三大,Count:11,TF:0.00012904,IDF:2.84489118,TF×IDF:0.00036711
Term:过分,Count:11,TF:0.00012904,IDF:2.84489118,TF×IDF:0.00036711
Term:工人,Count:11,TF:0.00012904,IDF:2.84489118,TF×IDF:0.00036711
Term:渐渐,Count:11,TF:0.00012904,IDF:2.84489118,TF×IDF:0.00036711
Term:好运,Count:11,TF:0.00012904,IDF:2.84489118,TF×IDF:0.00036711
Term:绝望,Count:11,TF:0.00012904,IDF:2.84489118,TF×IDF:0.00036711
